move,board_state,player
3-i,_______________________________#______@#__,@
5-i,_______________________________#_____@@#__,#
1-i,_______________________________##____@@#__,@
5-i,_______________________________##__@_@@#__,#
1-i,_________________________#_____##__@_@@#__,@
3-i,_________________________#__@__##__@_@@#__,#
1-i,_________________________#__@_###__@_@@#__,@
2-i,_____________________@___#__@_###__@_@@#__,#
2-i,_____________________@___#__@_###__@#@@#__,@
1-i,_____________________@___#__@@###__@#@@#__,#
3-i,______________#______@___#__@@###__@#@@#__,@
5-i,______________#______@_@_#__@@###__@#@@#__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
3-i,__________________#______@____#@@__#_##@__,@
2-i,__________________#____@_@____#@@__#_##@__,#
2-i,__________________#____@_@____#@@__####@__,@
1-i,__________________#____@_@___@#@@__####@__,#
4-i,__________________#____@_@__#@#@@__####@__,@
1-i,__________________#____@@@__#@#@@__####@__,#
4-i,__________________#__#_@@@__#@#@@__####@__,@
3-i,_________________@#__#_@@@__#@#@@__####@__,#
1-i,________________#@#__#_@@@__#@#@@__####@__,@
2-i,______________@_#@#__#_@@@__#@#@@__####@__,#
2-i,______________@_#@#__##@@@__#@#@@__####@__,@
4-i,__________________________________________,#
5-i,______________________________________#___,@
4-i,______________________________________#@__,#
4-i,_______________________________#______#@__,@
5-i,________________________@______#______#@__,#
4-i,________________________@______##_____#@__,@
4-i,_________________@______@______##_____#@__,#
5-i,__________#______@______@______##_____#@__,@
2-i,__________#______@______@@_____##_____#@__,#
5-i,__________#______@______@@_____##___#_#@__,@
1-i,__________#______@@_____@@_____##___#_#@__,#
5-i,__________#______@@_____@@_____##__##_#@__,@
3-i,__________#@_____@@_____@@_____##__##_#@__,#
3-i,__________#@_____@@_____@@_____##__####@__,@
3-i,__________#@_____@@_____@@____@##__####@__,#
6-i,__________#@_____@@____#@@____@##__####@__,@
1-i,__________#@_____@@____#@@____@##__####@@_,#
5-p,__________#@_____@@____#@@__#_@##__####@@_,@
4-i,__________________________________________,#
3-i,______________________________________#___,@
3-i,_____________________________________@#___,#
4-i,______________________________#______@#___,@
3-i,______________________________#@_____@#___,#
3-i,_______________________#______#@_____@#___,@
4-i,________________@______#______#@_____@#___,#
5-i,________________@______##_____#@_____@#___,@
5-i,________________@______##_____#@_____@#@__,#
4-i,________________@______##_____#@#____@#@__,@
2-i,________________@@_____##_____#@#____@#@__,#
2-i,________________@@_____##_____#@#___#@#@__,@
2-i,________________@@_____##____@#@#___#@#@__,#
3-p,________________@@____###____@#@#___#@#@__,@
2-p,_________________@____#@#____@#@#___###@__,#
2-i,_________________@_____@#____##@#___@##@__,@
2-i,_________________@____@@#____##@#___@##@__,#
1-i,_______________#_@____@@#____##@#___@##@__,@
3-i,_______________#_@____@@#____##@#__@@##@__,#
1-i,_______________##@____@@#____##@#__@@##@__,@
5-i,_______________##@____@@#___@##@#__@@##@__,#
1-i,_______________##@____@@##__@##@#__@@##@__,@
5-i,_______________##@___@@@##__@##@#__@@##@__,#
5-p,_______________##@#__@@@##__@##@#__@@##@__,@
4-p,_______________##@___@@@##__@##@#__@@###__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
7-i,_________________@______@______@_____###_#,@
5-i,_________________@______@______@__@__###_#,#
6-i,_________________@______@______@#_@__###_#,@
5-i,_________________@______@______@#_@__###@#,#
5-i,_________________@______@#_____@#_@__###@#,@
2-i,_________________@@_____@#_____@#_@__###@#,#
2-i,_________________@@_____@#_____@#_@_####@#,@
4-i,_________________@@_____@#___@_@#_@_####@#,#
3-i,__________#______@@_____@#___@_@#_@_####@#,@
5-i,__________#______@@_____@#___@@@#_@_####@#,#
3-i,__________##_____@@_____@#___@@@#_@_####@#,@
6-i,__________##_____@@____@@#___@@@#_@_####@#,#
3-i,__________##_____@@____@@#___@@@##@_####@#,@
6-i,__________##____@@@____@@#___@@@##@_####@#,#
2-i,__________##____@@@____@@##__@@@##@_####@#,@
7-i,__________##____@@@___@@@##__@@@##@_####@#,#
6-p,__________##____@@@___@@@###_@@@##@_####@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
5-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@______@@____###__,#
3-i,__________#______@______@______@@____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
5-i,__________#______@______@_____@@@__#_###@#,#
2-i,__________#______@______@#____@@@__#_###@#,@
4-p,__________#______@______@#____@@@__#@###@#,#
3-i,_________________#______@#____@@@__#@#@#@#,@
5-i,_________________#_____@@#____@@@__#@#@#@#,#
6-p,_________________##____@@#____@@@__#@#@#@#,@
6-i,_________________##____@@#____@@@__#@#@#_#,#
2-i,_________________##____@@#____@@@__#@#@###,@
3-i,_________________##____@@#___@@@@__#@#@###,#
7-i,________________###____@@#___@@@@__#@#@###,@
2-i,________________###____@@#___@@@@_@#@#@###,#
2-i,________________###___#@@#___@@@@_@#@#@###,@
1-i,_______________@###___#@@#___@@@@_@#@#@###,#
4-i,_______________@###___#@@#__#@@@@_@#@#@###,@
5-i,__________@____@###___#@@#__#@@@@_@#@#@###,#
2-i,__________@#___@###___#@@#__#@@@@_@#@#@###,@
6-i,________@_@#___@###___#@@#__#@@@@_@#@#@###,#
5-i,__________________________________________,#
3-i,_______________________________________#__,@
4-i,_____________________________________@_#__,#
4-i,_____________________________________@##__,@
7-i,_______________________________@_____@##__,#
4-i,_______________________________@_____@##_#,@
5-i,________________________@______@_____@##_#,#
4-i,________________________@______@#____@##_#,@
5-i,_________________@______@______@#____@##_#,#
1-i,_________________@______@#_____@#____@##_#,@
4-i,_________________@______@#_____@#__@_@##_#,#
2-i,__________#______@______@#_____@#__@_@##_#,@
5-i,__________#______@______@#_____@#__@@@##_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
4-i,_________________@______@______@___#_##___,#
3-i,__________#______@______@______@___#_##___,@
5-i,__________#______@______@_____@@___#_##___,#
5-i,__________#______@______@_____@@___#_###__,@
7-i,__________#______@______@_____@@@__#_###__,#
6-i,__________#______@______@_____@@@__#_###_#,@
3-i,__________#______@______@_____@@@__#_###@#,#
2-i,__________#______@_____#@_____@@@__#_###@#,@
3-i,__________#______@_____#@_____@@@__#@###@#,#
7-i,__________#_____#@_____#@_____@@@__#@###@#,@
3-i,__________#_____#@_____#@_____@@@_@#@###@#,#
5-i,_________##_____#@_____#@_____@@@_@#@###@#,@
2-i,_________##_____#@_____#@@____@@@_@#@###@#,#
5-i,_________##_____#@_____#@@___#@@@_@#@###@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
5-i,__________#______@______@_____@@_____###__,#
2-i,__________#______@______@_____@@#____###__,@
5-i,__________#______@______@_____@@#___@###__,#
2-i,__________#______@______@#____@@#___@###__,@
7-i,__________#______@______@#___@@@#___@###__,#
2-i,__________#______@______@#___@@@#___@###_#,@
3-p,__________#______@____@_@#___@@@#___@###_#,#
5-i,__________#______@____@_@#___@_@#___@@##_#,@
6-i,__________#______@@___@_@#___@_@#___@@##_#,#
5-i,__________________________________________,#
3-i,_______________________________________#__,@
4-i,_____________________________________@_#__,#
4-i,_____________________________________@##__,@
7-i,_______________________________@_____@##__,#
5-i,_______________________________@_____@##_#,@
7-i,_______________________________@@____@##_#,#
3-i,_______________________________@@_#__@##_#,@
7-i,______________________________@@@_#__@##_#,#
5-i,___________________________#__@@@_#__@##_#,@
4-i,_________________________@_#__@@@_#__@##_#,#
3-i,________________________#@_#__@@@_#__@##_#,@
4-i,_______________________@#@_#__@@@_#__@##_#,#
6-i,_________________#_____@#@_#__@@@_#__@##_#,@
4-i,_________________#_____@#@_#__@@@_#__@##@#,#
7-i,__________#______#_____@#@_#__@@@_#__@##@#,@
5-i,__________#______#__@__@#@_#__@@@_#__@##@#,#
2-i,__________#______##_@__@#@_#__@@@_#__@##@#,@
5-p,__________#______##_@__@#@_#__@@@_#_@@##@#,#
6-i,__________#______#__@__@##_#__@@@_#_@@#@@#,@
6-i,__________#______#__@__@##_#__@@@@#_@@#@@#,#
5-i,__________#______#__@__@####__@@@@#_@@#@@#,@
7-i,__________#______#@_@__@####__@@@@#_@@#@@#,#
6-i,__________#__#___#@_@__@####__@@@@#_@@#@@#,@
3-i,__________#__#___#@@@__@####__@@@@#_@@#@@#,#
5-i,__________#__#__##@@@__@####__@@@@#_@@#@@#,@
2-i,__________#@_#__##@@@__@####__@@@@#_@@#@@#,#
6-i,__________#@_#__##@@@__@####_#@@@@#_@@#@@#,@
2-i,__________#@@#__##@@@__@####_#@@@@#_@@#@@#,#
3-i,__________#@@#__##@@@_#@####_#@@@@#_@@#@@#,@
2-i,_________@#@@#__##@@@_#@####_#@@@@#_@@#@@#,#
2-i,_________@#@@#_###@@@_#@####_#@@@@#_@@#@@#,@
4-i,________@@#@@#_###@@@_#@####_#@@@@#_@@#@@#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
5-i,_________________@______@______@___#_##___,#
5-i,_________________@______@______@___#_###__,@
7-i,_________________@______@______@@__#_###__,#
3-i,_________________@______@______@@__#_###_#,@
4-i,_________________@______@_____@@@__#_###_#,#
2-i,__________#______@______@_____@@@__#_###_#,@
2-i,__________#______@______@_____@@@__#@###_#,#
5-i,__________#______@______@____#@@@__#@###_#,@
2-i,__________#______@______@@___#@@@__#@###_#,#
6-i,__________#______@____#_@@___#@@@__#@###_#,@
2-i,__________#______@____#_@@___#@@@__#@###@#,#
2-i,__________#____#_@____#_@@___#@@@__#@###@#,@
1-i,________@_#____#_@____#_@@___#@@@__#@###@#,#
5-i,________@_#____#_@____#_@@__##@@@__#@###@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
3-i,__________________#______@____#@@__#_##@__,@
2-i,__________________#____@_@____#@@__#_##@__,#
4-i,__________________#____@_@____#@@__####@__,@
1-i,__________________#____@@@____#@@__####@__,#
2-i,__________________#____@@@__#_#@@__####@__,@
1-i,__________________#____@@@__#@#@@__####@__,#
4-i,__________________#__#_@@@__#@#@@__####@__,@
2-i,_________________@#__#_@@@__#@#@@__####@__,#
1-i,_________________@#__##@@@__#@#@@__####@__,@
3-i,______________@__@#__##@@@__#@#@@__####@__,#
2-i,______________@_#@#__##@@@__#@#@@__####@__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
6-i,__________#______@______@______@_____###__,@
5-i,__________#______@______@______@_____###@_,#
5-i,__________#______@______@______@#____###@_,@
2-i,__________#______@______@@_____@#____###@_,#
6-i,__________#______@______@@_____@#___####@_,@
7-i,__________#______@______@@_____@#@__####@_,#
6-i,__________#______@______@@_____@#@__####@#,@
2-i,__________#______@______@@@____@#@__####@#,#
3-i,__________#______@______@@@__#_@#@__####@#,@
2-i,__________#______@______@@@__#@@#@__####@#,#
6-i,__________#______@____#_@@@__#@@#@__####@#,@
5-i,__________________________________________,#
4-i,_______________________________________#__,@
4-i,______________________________________@#__,#
5-i,_______________________________#______@#__,@
4-i,_______________________________#@_____@#__,#
3-i,________________________#______#@_____@#__,@
4-i,________________________#______#@____@@#__,#
1-i,_________________#______#______#@____@@#__,@
1-i,_________________#______#______#@__@_@@#__,#
4-i,_________________#______#___#__#@__@_@@#__,@
3-i,__________@______#______#___#__#@__@_@@#__,#
3-i,__________@______#______#___#_##@__@_@@#__,@
2-i,__________@______#_____@#___#_##@__@_@@#__,#
3-i,__________@______#_____@#___#_##@__@#@@#__,@
5-i,__________@_____@#_____@#___#_##@__@#@@#__,#
2-i,__________@_____@#_____@##__#_##@__@#@@#__,@
3-i,__________@_____@#_____@##__#@##@__@#@@#__,#
4-p,_________#@_____@#_____@##__#@##@__@#@@#__,@
4-i,__________________________________________,#
5-i,______________________________________#___,@
4-i,______________________________________#@__,#
4-i,_______________________________#______#@__,@
5-i,________________________@______#______#@__,#
